full_date,AMD_股價,SP500_大盤指數,美光_股價,NVIDIA_股價,三星_股價(美金),TSMC_ADR股價,費城半導體指數
2021-01-27,88.83999633789062,347.121337890625,73.22305297851562,12.851451873779297,1.9807710770477662e+20,111.07341003417969,2875.1298828125
2021-01-28,87.5199966430664,350.05804443359375,76.44100952148438,12.984016418457031,1.9807710770477662e+20,114.8050537109375,2935.1201171875
2021-01-29,85.63999938964844,343.1040954589844,76.323974609375,12.923083305358887,1.9807710770477662e+20,110.87268829345703,2887.080078125
2021-02-01,87.66000366210938,348.7189025878906,78.4302749633789,13.16906452178955,1.9807710770477662e+20,115.56232452392578,2999.989990234375
2021-02-02,88.86000061035156,353.6689758300781,79.59071350097656,13.487174034118652,1.9807710770477662e+20,117.18637084960938,3047.330078125
2021-02-03,87.88999938964844,353.9461364746094,77.14310455322266,13.4610595703125,1.9807710770477662e+20,116.32872772216797,2982.8701171875
2021-02-04,87.83999633789062,357.95416259765625,79.22989654541016,13.594120979309082,1.9807710770477662e+20,116.92176818847656,3008.419921875
2021-02-05,87.9000015258789,359.3578796386719,79.08363342285156,13.52124309539795,1.9807710770477662e+20,116.58419799804688,2985.010009765625
2021-02-08,91.47000122070312,362.063720703125,81.92127990722656,14.364645957946777,1.9807710770477662e+20,120.93626403808594,3078.47998046875
2021-02-09,90.91000366210938,361.7590026855469,81.24842834472656,14.190048217773438,1.9807710770477662e+20,121.05484008789062,3064.949951171875
2021-02-10,92.3499984741211,361.6112365722656,80.30254364013672,14.688475608825684,1.9807710770477662e+20,121.97637939453125,3074.860107421875
2021-02-11,92.66000366210938,362.22076416015625,84.32987976074219,15.17247486114502,1.9807710770477662e+20,126.96708679199219,3180.840087890625
2021-02-12,93.7699966430664,364.0308837890625,85.82182312011719,14.884465217590332,1.9807710770477662e+20,125.96348571777344,3219.8701171875
2021-02-16,91.45999908447266,363.7445983886719,85.55852508544922,15.251568794250488,1.9807710770477662e+20,127.77910614013672,3238.919921875
2021-02-17,89.94000244140625,363.79071044921875,83.91055297851562,14.829499244689941,1.9807710770477662e+20,124.3303451538086,3178.239990234375
2021-02-18,88.63999938964844,362.24847412109375,86.3386459350586,14.752896308898926,1.9807710770477662e+20,122.8340072631836,3146.7900390625
2021-02-19,89.58000183105469,361.5650939941406,88.6984634399414,14.849894523620605,1.9807710770477662e+20,124.68617248535156,3223.4599609375
2021-02-22,85.37000274658203,358.8130187988281,84.13483428955078,14.282073020935059,1.9807710770477662e+20,121.86689758300781,3102.010009765625
2021-02-23,84.73999786376953,359.19158935546875,86.0363540649414,14.069418907165527,1.9807710770477662e+20,117.7885513305664,3083.8798828125
2021-02-24,86.94000244140625,363.1351013183594,90.21968841552734,14.42458724975586,1.9807710770477662e+20,120.70816802978516,3183.739990234375
2021-02-25,82.41999816894531,354.4262390136719,85.92911529541016,13.239204406738281,1.9807710770477662e+20,114.96014404296875,2999.159912109375
2021-02-26,84.51000213623047,352.5700378417969,89.25431823730469,13.644112586975098,1.9807710770477662e+20,114.90540313720703,3067.6201171875
2021-03-01,86.38999938964844,361.1216735839844,92.40399169921875,13.770708084106445,1.9807710770477662e+20,117.81591033935547,3169.110107421875
