顯卡型號,報告日期,最低價格,最高價格,平均價格
GeForce RTX 3060,2021-09-15,399.99,1099.0,744.52
GeForce RTX 3060,2021-09-23,399.99,1099.0,730.1
GeForce RTX 3060,2021-10-01,399.99,1099.0,715.53
GeForce RTX 3060,2021-10-08,399.99,1099.0,721.45
GeForce RTX 3060,2021-10-15,399.99,1136.0,707.05
GeForce RTX 3060,2021-10-23,399.99,1136.0,728.11
GeForce RTX 3060,2021-11-01,399.99,1136.0,699.97
GeForce RTX 3060,2021-11-08,399.99,1136.0,692.21
GeForce RTX 3060,2021-11-15,459.99,1099.99,760.53
GeForce RTX 3060,2021-11-23,489.99,1188.99,833.97
GeForce RTX 3060,2021-12-01,459.99,1149.0,838.63
GeForce RTX 3060,2021-12-08,459.99,1249.99,897.56
GeForce RTX 3060,2021-12-15,459.99,1235.97,857.48
GeForce RTX 3060,2021-12-23,459.99,1158.0,847.79
GeForce RTX 3060,2022-01-01,828.54,1099.0,959.61
GeForce RTX 3060,2022-01-08,853.88,1062.85,923.44
GeForce RTX 3060,2022-01-15,828.04,1062.85,924.2
GeForce RTX 3060,2022-01-23,689.99,1062.85,890.5
GeForce RTX 3060,2022-02-01,802.99,1038.91,882.64
GeForce RTX 3060,2022-02-08,790.99,999.99,873.6
GeForce RTX 3060,2022-02-15,624.95,1062.85,865.57
GeForce RTX 3060,2022-02-23,624.95,1038.91,837.38
GeForce RTX 3060,2022-03-01,702.0,999.99,840.78
GeForce RTX 3060,2022-03-08,539.99,1038.91,787.01
GeForce RTX 3060,2022-03-15,529.99,999.99,766.83
GeForce RTX 3060,2022-03-23,529.99,1125.99,783.62
GeForce RTX 3060,2022-04-01,499.99,938.0,710.87
GeForce RTX 3060,2022-04-08,479.99,1027.24,663.76
GeForce RTX 3060,2022-04-15,399.99,1027.38,673.68
GeForce RTX 3060,2022-04-23,399.99,997.0,659.26
GeForce RTX 3060,2022-05-01,488.99,997.0,662.44
GeForce RTX 3060,2022-05-08,459.99,997.0,621.77
GeForce RTX 3060,2022-05-15,479.99,846.99,599.61
GeForce RTX 3060,2022-05-23,439.99,846.99,569.53
GeForce RTX 3060,2022-06-01,399.99,846.99,544.62
GeForce RTX 3060,2022-06-08,399.99,818.99,526.72
GeForce RTX 3060,2022-06-15,387.49,699.0,494.29
GeForce RTX 3060,2022-06-23,379.99,699.0,493.58
GeForce RTX 3060,2022-07-01,384.99,699.0,487.81
GeForce RTX 3060,2022-07-08,384.99,699.0,482.14
GeForce RTX 3060,2022-07-15,384.99,589.99,460.81
GeForce RTX 3060,2022-07-23,331.99,559.0,450.4
GeForce RTX 3060,2022-08-01,369.99,579.0,451.2
GeForce RTX 3060,2022-08-08,369.99,589.99,443.56
GeForce RTX 3060,2022-08-15,369.99,648.0,448.56
GeForce RTX 3060,2022-08-23,369.99,589.99,442.9
GeForce RTX 3060,2022-09-01,369.99,649.99,444.34
GeForce RTX 3060,2022-09-08,369.48,589.99,434.44
GeForce RTX 3060,2022-09-15,369.99,599.99,436.54
GeForce RTX 3060,2022-09-23,369.48,589.99,437.3
GeForce RTX 3060,2022-10-01,369.99,549.99,424.62
GeForce RTX 3060,2022-10-08,369.48,560.99,429.73
GeForce RTX 3060,2022-10-15,358.05,549.99,422.06
GeForce RTX 3060,2022-10-23,369.0,549.99,421.62
GeForce RTX 3060,2022-11-01,354.99,549.99,419.4
GeForce RTX 3060,2022-11-08,354.99,579.0,423.29
GeForce RTX 3060,2022-11-15,369.39,579.0,426.89
GeForce RTX 3060,2022-11-23,335.99,614.94,429.52
GeForce RTX 3060,2022-12-01,369.0,590.99,429.71
GeForce RTX 3060,2022-12-08,359.99,509.9,411.77
GeForce RTX 3060,2022-12-15,353.99,554.83,413.94
GeForce RTX 3060,2022-12-23,349.99,579.0,414.28
GeForce RTX 3060,2023-01-01,349.99,549.99,424.87
GeForce RTX 3060,2023-01-08,349.99,599.95,437.69
GeForce RTX 3060,2023-01-15,349.99,589.0,432.91
GeForce RTX 3060,2023-01-23,349.99,549.99,420.8
GeForce RTX 3060,2023-02-01,349.99,549.99,417.16
GeForce RTX 3060,2023-02-08,348.59,549.99,419.48
GeForce RTX 3060,2023-02-15,349.99,549.99,421.83
GeForce RTX 3060,2023-02-23,349.99,549.99,412.47
GeForce RTX 3060,2023-03-01,349.99,576.22,415.77
GeForce RTX 3060,2023-03-08,349.99,576.22,411.03
GeForce RTX 3060,2023-03-15,342.99,510.0,402.4
GeForce RTX 3060,2023-03-23,342.99,549.99,402.33
GeForce RTX 3060,2023-04-01,329.99,559.99,402.97
GeForce RTX 3060,2023-04-08,324.99,519.99,396.1
GeForce RTX 3060,2023-04-15,324.99,549.9,400.4
GeForce RTX 3060,2023-04-23,324.99,469.9,382.63
GeForce RTX 3060,2023-05-01,348.83,440.99,378.12
GeForce RTX 3060,2023-05-08,339.99,440.99,376.88
GeForce RTX 3060,2023-05-15,339.99,440.99,375.51
GeForce RTX 3060,2023-05-23,314.99,459.99,376.43
GeForce RTX 3060,2023-06-01,289.99,549.9,367.44
GeForce RTX 3060,2023-06-08,279.99,589.0,372.57
GeForce RTX 3060,2023-06-15,279.99,599.0,371.28
GeForce RTX 3060,2023-06-23,279.99,519.99,341.49
GeForce RTX 3060,2023-07-01,279.99,539.99,349.83
GeForce RTX 3060,2023-07-08,279.99,499.99,342.92
GeForce RTX 3060,2023-07-15,279.99,495.97,338.76
GeForce RTX 3060,2023-07-23,279.95,556.49,350.9
GeForce RTX 3060,2023-08-01,279.95,539.0,354.13
GeForce RTX 3060,2023-08-08,264.99,548.5,344.58
GeForce RTX 3060,2023-08-15,259.99,479.99,333.21
GeForce RTX 3060,2023-08-23,259.99,459.99,324.93
GeForce RTX 3060,2023-09-01,259.99,479.99,329.2
GeForce RTX 3060,2023-09-08,259.99,479.99,338.76
GeForce RTX 3060,2023-09-15,259.99,559.91,364.76
GeForce RTX 3060,2023-09-23,279.95,669.99,381.43
GeForce RTX 3060,2023-10-01,249.99,649.99,375.83
GeForce RTX 3060,2023-10-08,249.99,669.99,376.35
GeForce RTX 3060,2023-10-15,279.95,649.99,371.71
GeForce RTX 3060,2023-10-23,279.95,668.0,375.25
GeForce RTX 3060,2023-11-01,279.99,649.99,369.6
GeForce RTX 3060,2023-11-08,249.94,561.59,353.49
GeForce RTX 3060,2023-11-15,249.99,649.99,382.0
GeForce RTX 3060,2023-11-23,249.99,649.99,392.41
GeForce RTX 3060,2023-12-01,289.39,699.93,412.1
GeForce RTX 3060,2023-12-08,279.99,699.93,399.13
GeForce RTX 3060,2023-12-15,289.39,649.99,392.97
GeForce RTX 3060,2023-12-23,289.39,649.99,402.09
GeForce RTX 3060,2024-01-01,279.95,649.99,400.76
GeForce RTX 3060,2024-01-08,289.39,649.99,411.43
GeForce RTX 3060,2024-01-15,279.95,655.0,407.1
GeForce RTX 3060,2024-01-23,289.39,653.84,409.25
GeForce RTX 3060,2024-02-01,289.39,649.99,405.71
GeForce RTX 3060,2024-02-08,289.39,649.99,400.16
GeForce RTX 3060,2024-02-15,289.39,699.93,407.44
GeForce RTX 3060,2024-02-23,289.99,699.99,410.75
GeForce RTX 3060,2024-03-01,289.99,699.99,411.59
GeForce RTX 3060,2024-03-08,289.99,699.99,405.65
GeForce RTX 3060,2024-03-15,289.99,690.0,398.12
GeForce RTX 3060,2024-03-23,289.99,669.99,398.04
GeForce RTX 3060,2024-04-01,289.99,640.35,399.04
GeForce RTX 3060,2024-04-08,289.99,671.75,390.52
GeForce RTX 3060,2024-04-15,279.99,700.0,393.01
GeForce RTX 3060,2024-04-23,269.99,680.0,371.01
GeForce RTX 3060,2024-05-01,289.99,479.99,361.61
GeForce RTX 3060,2024-05-08,289.99,479.99,354.66
GeForce RTX 3060,2024-05-15,288.0,499.99,357.19
GeForce RTX 3060,2024-05-23,288.0,579.0,365.58
GeForce RTX 3060,2024-06-01,285.0,549.99,368.01
GeForce RTX 3060,2024-06-08,285.0,549.99,357.43
GeForce RTX 3060,2024-06-15,285.0,549.99,358.63
GeForce RTX 3060,2024-06-23,285.0,499.99,346.15
GeForce RTX 3060,2024-07-01,284.34,499.99,350.71
GeForce RTX 3060,2024-07-08,274.36,499.99,341.09
GeForce RTX 3060,2024-07-15,279.99,499.99,341.0
GeForce RTX 3060,2024-07-23,284.34,499.99,345.6
GeForce RTX 3060,2024-08-01,284.34,499.99,345.41
GeForce RTX 3060,2024-08-08,279.99,529.99,348.93
GeForce RTX 3060,2024-08-15,284.34,565.0,366.76
GeForce RTX 3060,2024-08-23,284.34,574.95,366.29
GeForce RTX 3060,2024-09-01,269.98,589.0,364.0
GeForce RTX 3060,2024-09-08,269.98,589.0,372.6
GeForce RTX 3060,2024-09-15,260.0,589.0,368.39
GeForce RTX 3060,2024-09-23,269.98,670.0,367.95
GeForce RTX 3060,2024-10-01,259.99,529.99,354.12
GeForce RTX 3060,2024-10-08,254.99,529.99,350.84
GeForce RTX 3060,2024-10-15,279.99,549.99,364.17
GeForce RTX 3060,2024-10-23,284.97,549.99,368.54
GeForce RTX 3060,2024-11-01,279.99,549.99,359.99
GeForce RTX 3060,2024-11-08,279.99,589.0,364.67
GeForce RTX 3060,2024-11-15,284.97,589.0,368.54
GeForce RTX 3060,2024-11-23,264.99,589.0,361.88
GeForce RTX 3060,2024-12-01,279.97,589.0,370.98
GeForce RTX 3060,2024-12-08,280.34,700.0,387.24
GeForce RTX 3060,2024-12-15,278.99,700.0,393.11
GeForce RTX 3060,2024-12-23,279.99,700.0,393.33
GeForce RTX 3060,2025-01-01,279.99,700.0,399.14
GeForce RTX 3060,2025-01-08,279.99,670.0,390.09
GeForce RTX 3060,2025-01-15,279.97,699.99,380.95
GeForce RTX 3060,2025-01-23,274.99,699.99,391.99
GeForce RTX 3060,2025-02-01,289.99,699.99,417.88
GeForce RTX 3060,2025-02-08,289.99,699.99,401.87
GeForce RTX 3060,2025-02-15,299.99,699.99,402.07
GeForce RTX 3060,2025-02-23,299.99,768.88,430.55
GeForce RTX 3060,2025-03-01,299.99,699.99,436.97
GeForce RTX 3060,2025-03-08,299.99,690.0,425.84
GeForce RTX 3060,2025-03-15,299.99,699.99,434.85
GeForce RTX 3060,2025-03-23,299.99,699.99,430.36
GeForce RTX 3060,2025-04-01,299.99,699.99,427.4
GeForce RTX 3060,2025-04-08,299.99,699.99,426.19
GeForce RTX 3060,2025-04-15,299.99,699.99,421.91
GeForce RTX 3060,2025-04-23,299.99,599.99,393.52
GeForce RTX 3060,2025-05-01,299.99,699.99,440.32
GeForce RTX 3060,2025-05-08,299.99,699.99,448.98
GeForce RTX 3060,2025-05-15,299.99,699.99,441.23
GeForce RTX 3060,2025-05-23,299.99,699.99,445.16
GeForce RTX 3060,2025-06-01,299.99,787.68,465.65
GeForce RTX 3060,2025-06-08,299.99,787.68,462.72
GeForce RTX 3060,2025-06-15,299.99,787.68,458.16
GeForce RTX 3060,2025-06-23,299.97,699.99,429.43
GeForce RTX 3060,2025-07-01,299.99,699.99,426.08
GeForce RTX 3060,2025-07-08,249.99,699.99,407.26
GeForce RTX 3060,2025-07-15,249.99,699.99,408.44
GeForce RTX 3060,2025-07-23,249.99,748.97,412.22
GeForce RTX 3060,2025-08-01,249.99,748.97,422.77
GeForce RTX 3060,2025-08-08,249.99,699.99,394.33
GeForce RTX 3060,2025-08-15,249.99,699.99,395.02
GeForce RTX 3060,2025-08-23,249.99,748.97,416.55
GeForce RTX 3060,2025-09-01,249.99,748.97,415.54
GeForce RTX 3060,2025-09-08,249.99,748.97,416.25
GeForce RTX 3060,2025-09-15,269.99,748.97,417.07
GeForce RTX 3060,2025-09-23,269.99,748.97,404.15
GeForce RTX 3060,2025-10-01,269.99,699.99,390.99
GeForce RTX 3060,2025-10-08,249.99,699.99,386.75
GeForce RTX 3060,2025-10-15,269.99,748.97,405.99
GeForce RTX 3060,2025-10-23,249.99,695.0,378.42
GeForce RTX 3060,2025-11-01,249.99,699.99,381.02
GeForce RTX 3060,2025-11-08,249.99,699.99,380.04
GeForce RTX 3060,2025-11-15,249.99,699.99,379.64
GeForce RTX 3060,2025-11-23,249.99,695.0,379.73
GeForce RTX 3060,2025-12-01,249.99,748.97,386.82
GeForce RTX 3060,2025-12-08,259.99,699.99,398.72
GeForce RTX 3060,2025-12-15,259.99,647.98,386.66
GeForce RTX 3060,2025-12-23,275.99,647.98,383.07
GeForce RTX 3060,2026-01-01,249.99,679.99,404.9
GeForce RTX 3060,2026-01-08,249.99,679.99,427.82
GeForce RTX 3060,2026-01-15,249.99,679.99,411.28
GeForce RTX 3060,2026-01-23,249.99,679.99,403.3
GeForce RTX 3060,2026-02-01,249.99,679.99,420.5
GeForce RTX 3060,2026-02-08,249.99,679.99,416.24
GeForce RTX 3060,2026-02-15,249.99,679.99,401.93
GeForce RTX 3060,2026-02-23,249.99,679.99,409.91
GeForce RTX 3060,2026-03-01,249.99,599.99,398.33
GeForce RTX 3060,2026-03-08,249.99,599.99,392.87
GeForce RTX 3060,2026-03-15,249.99,599.99,396.29
GeForce RTX 3060,2026-03-23,249.99,599.99,391.98
GeForce RTX 3060,2026-04-01,249.99,599.99,391.98
GeForce RTX 3060,2026-04-08,249.99,549.99,378.98
GeForce RTX 3060,2026-04-15,249.99,595.89,392.37
GeForce RTX 3060,2026-04-23,249.99,679.99,410.29
GeForce RTX 3060,2026-05-01,249.99,529.99,395.03
GeForce RTX 3060,2026-05-08,249.99,529.99,402.07
GeForce RTX 3060,2026-05-15,249.99,529.99,398.52
GeForce RTX 3060,2026-05-23,249.99,679.99,413.11
GeForce RTX 3060,2026-06-01,249.99,529.99,383.65
GeForce RTX 3060,2026-06-08,249.99,529.99,382.19
GeForce RTX 3060,2026-06-15,249.99,529.99,383.89
GeForce RTX 3060,2026-06-23,249.99,529.99,383.25
GeForce RTX 3060,2026-07-01,249.99,529.99,380.14
GeForce RTX 3060,2026-07-08,249.99,529.99,378.21
GeForce RTX 3060,2026-07-15,249.99,529.99,382.9
GeForce RTX 3060,2026-07-23,249.99,529.99,379.45
GeForce RTX 3060,2026-08-01,249.99,529.99,390.27
GeForce RTX 3060,2026-08-08,249.99,529.99,430.52
GeForce RTX 3060,2026-08-15,459.99,529.99,498.06
GeForce RTX 3060,2026-08-23,459.99,519.99,487.17
GeForce RTX 3060,2026-09-01,459.99,519.99,486.04
GeForce RTX 3060,2026-09-08,459.99,520.0,492.29
GeForce RTX 4070 Ti SUPER,2024-02-01,799.99,969.99,852.12
GeForce RTX 4070 Ti SUPER,2024-02-08,799.99,949.99,851.13
GeForce RTX 4070 Ti SUPER,2024-02-15,799.99,949.99,847.61
GeForce RTX 4070 Ti SUPER,2024-02-23,799.99,949.99,849.81
GeForce RTX 4070 Ti SUPER,2024-03-01,799.99,949.99,845.22
GeForce RTX 4070 Ti SUPER,2024-03-08,799.99,949.99,851.95
GeForce RTX 4070 Ti SUPER,2024-03-15,799.99,949.99,854.37
GeForce RTX 4070 Ti SUPER,2024-03-23,789.99,961.4,847.75
GeForce RTX 4070 Ti SUPER,2024-04-01,799.99,949.99,853.54
GeForce RTX 4070 Ti SUPER,2024-04-08,799.99,949.99,849.99
GeForce RTX 4070 Ti SUPER,2024-04-15,799.99,949.99,852.23
GeForce RTX 4070 Ti SUPER,2024-04-23,789.99,949.99,852.71
GeForce RTX 4070 Ti SUPER,2024-05-01,779.99,949.99,850.65
GeForce RTX 4070 Ti SUPER,2024-05-08,789.99,949.99,854.66
GeForce RTX 4070 Ti SUPER,2024-05-15,789.99,949.99,850.21
GeForce RTX 4070 Ti SUPER,2024-05-23,749.99,949.99,848.1
GeForce RTX 4070 Ti SUPER,2024-06-01,789.99,949.99,848.64
GeForce RTX 4070 Ti SUPER,2024-06-08,790.99,929.99,838.59
GeForce RTX 4070 Ti SUPER,2024-06-15,789.99,899.99,831.84
GeForce RTX 4070 Ti SUPER,2024-06-23,769.0,929.99,832.66
GeForce RTX 4070 Ti SUPER,2024-07-01,769.0,899.99,829.96
GeForce RTX 4070 Ti SUPER,2024-07-08,769.99,949.99,837.74
GeForce RTX 4070 Ti SUPER,2024-07-15,759.99,929.99,830.69
GeForce RTX 4070 Ti SUPER,2024-07-23,769.0,929.99,837.35
GeForce RTX 4070 Ti SUPER,2024-08-01,769.0,971.99,845.68
GeForce RTX 4070 Ti SUPER,2024-08-08,779.99,982.99,845.62
GeForce RTX 4070 Ti SUPER,2024-08-15,779.99,1016.61,853.44
GeForce RTX 4070 Ti SUPER,2024-08-23,779.99,982.99,849.71
GeForce RTX 4070 Ti SUPER,2024-09-01,779.99,991.54,852.92
GeForce RTX 4070 Ti SUPER,2024-09-08,779.99,959.99,851.74
GeForce RTX 4070 Ti SUPER,2024-09-15,779.99,977.73,852.07
GeForce RTX 4070 Ti SUPER,2024-09-23,779.0,977.23,854.13
GeForce RTX 4070 Ti SUPER,2024-10-01,789.99,977.23,855.13
GeForce RTX 4070 Ti SUPER,2024-10-08,749.99,977.23,848.86
GeForce RTX 4070 Ti SUPER,2024-10-15,784.99,949.99,852.35
GeForce RTX 4070 Ti SUPER,2024-10-23,769.99,949.99,851.82
GeForce RTX 4070 Ti SUPER,2024-11-01,769.99,949.99,849.54
GeForce RTX 4070 Ti SUPER,2024-11-08,789.99,999.99,854.2
GeForce RTX 4070 Ti SUPER,2024-11-15,739.99,967.8,842.99
GeForce RTX 4070 Ti SUPER,2024-11-23,719.99,949.99,833.93
GeForce RTX 4070 Ti SUPER,2024-12-01,719.99,983.99,838.04
GeForce RTX 4070 Ti SUPER,2024-12-08,719.99,999.99,846.86
GeForce RTX 4070 Ti SUPER,2024-12-15,799.99,1089.99,868.78
GeForce RTX 4070 Ti SUPER,2024-12-23,799.99,999.99,865.55
GeForce RTX 4070 Ti SUPER,2025-01-01,799.99,1348.9,942.17
GeForce RTX 4070 Ti SUPER,2025-01-08,799.99,1422.9,980.39
GeForce RTX 4070 Ti SUPER,2025-01-15,799.99,1398.99,993.42
GeForce RTX 4070 Ti SUPER,2025-01-23,794.99,1398.88,1013.6
GeForce RTX 4070 Ti SUPER,2025-02-01,799.99,1796.98,1206.11
GeForce RTX 4070 Ti SUPER,2025-02-08,799.99,1778.2,1112.35
GeForce RTX 4070 Ti SUPER,2025-02-15,799.99,1698.0,1154.59
GeForce RTX 4070 Ti SUPER,2025-02-23,799.99,1698.0,1201.93
GeForce RTX 4070 Ti SUPER,2025-03-01,799.99,1680.16,1202.4
GeForce RTX 4070 Ti SUPER,2025-03-08,799.99,1698.0,1198.6
GeForce RTX 4070 Ti SUPER,2025-03-15,799.99,1698.0,1180.04
GeForce RTX 4070 Ti SUPER,2025-03-23,799.99,1698.0,1198.78
GeForce RTX 4070 Ti SUPER,2025-04-01,799.99,1698.0,1211.53
GeForce RTX 4070 Ti SUPER,2025-04-08,799.99,1698.0,1169.17
GeForce RTX 4070 Ti SUPER,2025-04-15,799.99,1699.99,1140.41
GeForce RTX 4070 Ti SUPER,2025-04-23,799.99,1629.99,1101.02
GeForce RTX 4070 Ti SUPER,2025-05-01,799.99,1629.99,1115.85
GeForce RTX 4070 Ti SUPER,2025-05-08,799.99,1698.0,1171.91
GeForce RTX 4070 Ti SUPER,2025-05-15,799.99,1695.0,1146.18
GeForce RTX 4070 Ti SUPER,2025-05-23,799.99,1695.0,1217.65
GeForce RTX 4070 Ti SUPER,2025-06-01,799.99,1695.0,1185.23
GeForce RTX 4070 Ti SUPER,2025-06-08,799.99,1699.0,1170.93
GeForce RTX 4070 Ti SUPER,2025-06-15,799.99,1699.0,1156.35
GeForce RTX 4070 Ti SUPER,2025-06-23,799.99,1495.44,1136.99
GeForce RTX 4070 Ti SUPER,2025-07-01,799.99,1498.0,1128.84
GeForce RTX 4070 Ti SUPER,2025-07-08,799.99,1485.0,1143.36
GeForce RTX 4070 Ti SUPER,2025-07-15,799.99,1485.0,1157.2
GeForce RTX 4070 Ti SUPER,2025-07-23,799.99,1485.0,1156.46
GeForce RTX 4070 Ti SUPER,2025-08-01,849.99,1485.0,1151.3
GeForce RTX 4070 Ti SUPER,2025-08-08,849.99,1485.0,1142.92
GeForce RTX 4070 Ti SUPER,2025-08-15,849.99,1485.0,1142.92
GeForce RTX 4070 Ti SUPER,2025-08-23,849.99,1399.99,1113.72
GeForce RTX 4070 Ti SUPER,2025-09-01,854.99,1398.0,1113.49
GeForce RTX 4070 Ti SUPER,2025-09-08,854.99,1480.0,1128.49
GeForce RTX 4070 Ti SUPER,2025-09-15,854.99,1480.0,1126.49
GeForce RTX 4070 Ti SUPER,2025-09-23,849.99,1480.0,1101.35
GeForce RTX 4070 Ti SUPER,2025-10-01,849.99,1480.0,1139.99
GeForce RTX 4070 Ti SUPER,2025-10-08,849.99,1498.0,1112.43
GeForce RTX 4070 Ti SUPER,2025-10-15,849.99,1498.0,1130.21
GeForce RTX 4070 Ti SUPER,2025-10-23,849.99,1498.0,1140.32
GeForce RTX 4070 Ti SUPER,2025-11-01,854.99,1498.0,1160.1
GeForce RTX 4070 Ti SUPER,2025-11-08,854.99,1498.0,1184.33
GeForce RTX 4070 Ti SUPER,2025-11-15,854.99,1498.0,1164.44
GeForce RTX 4070 Ti SUPER,2025-11-23,854.99,1498.0,1160.1
GeForce RTX 4070 Ti SUPER,2025-12-01,854.99,1498.0,1209.98
GeForce RTX 4070 Ti SUPER,2025-12-08,854.99,1588.88,1226.43
GeForce RTX 4070 Ti SUPER,2025-12-15,854.99,1588.88,1226.43
GeForce RTX 4070 Ti SUPER,2025-12-23,854.99,1498.0,1202.11
GeForce RTX 4070 Ti SUPER,2026-01-01,854.99,1498.0,1184.8
GeForce RTX 4070 Ti SUPER,2026-01-08,854.99,1498.0,1198.7
GeForce RTX 4070 Ti SUPER,2026-01-15,854.99,1498.0,1198.6
GeForce RTX 4070 Ti SUPER,2026-01-23,929.99,1598.0,1273.43
GeForce RTX 4070 Ti SUPER,2026-02-01,929.99,1598.0,1273.43
GeForce RTX 4070 Ti SUPER,2026-02-08,929.99,1598.0,1223.54
GeForce RTX 4070 Ti SUPER,2026-02-15,929.99,1098.0,994.24
GeForce RTX 4070 Ti SUPER,2026-02-23,929.99,1098.0,994.24
GeForce RTX 4070 Ti SUPER,2026-03-01,929.99,1098.0,992.66
GeForce RTX 4070 Ti SUPER,2026-03-08,929.99,990.0,956.66
GeForce RTX 4070 Ti SUPER,2026-03-15,929.99,990.0,956.66
GeForce RTX 4070 Ti SUPER,2026-03-23,929.99,990.0,956.66
GeForce RTX 4070 Ti SUPER,2026-04-01,929.99,957.59,945.86
GeForce RTX 4070 Ti SUPER,2026-04-08,929.99,1052.85,977.61
GeForce RTX 4070 Ti SUPER,2026-04-15,914.13,949.99,931.37
GeForce RTX 4070 Ti SUPER,2026-04-23,929.99,949.99,939.99
GeForce RTX 4070 Ti SUPER,2026-05-01,929.99,949.99,939.99
GeForce RTX 4070 Ti SUPER,2026-05-08,864.55,949.99,914.84
GeForce RTX 4070 Ti SUPER,2026-05-15,929.99,949.99,939.99
GeForce RTX 4070 Ti SUPER,2026-05-23,929.99,949.99,939.99
GeForce RTX 4070 Ti SUPER,2026-06-01,929.99,971.34,950.44
GeForce RTX 4070 Ti SUPER,2026-06-08,929.99,971.34,950.44
GeForce RTX 4070 Ti SUPER,2026-06-15,929.99,971.34,950.44
GeForce RTX 4070 Ti SUPER,2026-06-23,929.99,971.34,950.44
GeForce RTX 4070 Ti SUPER,2026-07-01,929.99,971.34,950.44
GeForce RTX 4070 Ti SUPER,2026-07-08,929.99,971.34,950.44
GeForce RTX 4070 Ti SUPER,2026-07-15,929.99,971.34,950.44
GeForce RTX 4070 Ti SUPER,2026-07-23,929.99,949.99,939.99
GeForce RTX 4070 Ti SUPER,2026-08-01,929.99,1281.44,1053.81
GeForce RTX 4070 Ti SUPER,2026-08-08,929.99,1250.15,1043.38
GeForce RTX 4070 Ti SUPER,2026-08-15,1266.0,1266.0,1266.0
GeForce RTX 4070 Ti SUPER,2026-08-23,1141.58,1141.58,1141.58
GeForce RTX 4070 Ti SUPER,2026-09-01,1180.22,1180.22,1180.22
GeForce RTX 4070 Ti SUPER,2026-09-08,1163.0,1163.0,1163.0
GeForce RTX 4080,2022-11-23,1199.99,1593.0,1372.75
GeForce RTX 4080,2022-12-01,1199.99,1577.89,1359.13
GeForce RTX 4080,2022-12-08,1199.99,1549.99,1356.98
GeForce RTX 4080,2022-12-15,1199.0,1582.98,1366.51
GeForce RTX 4080,2022-12-23,1199.0,1599.99,1376.01
GeForce RTX 4080,2023-01-01,1199.0,1519.99,1317.87
GeForce RTX 4080,2023-01-08,1199.0,1529.0,1319.27
GeForce RTX 4080,2023-01-15,1199.0,1579.0,1311.48
GeForce RTX 4080,2023-01-23,1199.0,1579.0,1333.44
GeForce RTX 4080,2023-02-01,1199.0,1549.99,1303.58
GeForce RTX 4080,2023-02-08,1199.99,1496.89,1300.05
GeForce RTX 4080,2023-02-15,1199.0,1455.99,1288.04
GeForce RTX 4080,2023-02-23,1199.0,1455.99,1277.93
GeForce RTX 4080,2023-03-01,1199.0,1494.99,1290.12
GeForce RTX 4080,2023-03-08,1199.0,1544.9,1290.94
GeForce RTX 4080,2023-03-15,1199.0,1599.99,1295.67
GeForce RTX 4080,2023-03-23,1149.0,1599.99,1293.47
GeForce RTX 4080,2023-04-01,1180.0,1649.99,1313.35
GeForce RTX 4080,2023-04-08,1179.99,1649.99,1316.19
GeForce RTX 4080,2023-04-15,1149.99,1649.99,1301.82
GeForce RTX 4080,2023-04-23,1149.99,1579.99,1271.03
GeForce RTX 4080,2023-05-01,1139.99,1661.12,1303.75
GeForce RTX 4080,2023-05-08,1139.99,1549.99,1265.26
GeForce RTX 4080,2023-05-15,1119.99,1559.99,1267.22
GeForce RTX 4080,2023-05-23,1099.99,1695.44,1289.62
GeForce RTX 4080,2023-06-01,1107.99,1660.0,1310.4
GeForce RTX 4080,2023-06-08,1099.99,1549.99,1267.42
GeForce RTX 4080,2023-06-15,1099.0,1569.99,1262.44
GeForce RTX 4080,2023-06-23,1099.99,1630.99,1282.0
GeForce RTX 4080,2023-07-01,1129.99,1649.99,1296.26
GeForce RTX 4080,2023-07-08,999.99,1688.7,1291.15
GeForce RTX 4080,2023-07-15,1099.0,1597.43,1272.94
GeForce RTX 4080,2023-07-23,1099.99,1627.99,1273.81
GeForce RTX 4080,2023-08-01,1129.99,1649.99,1298.41
GeForce RTX 4080,2023-08-08,1099.99,1649.99,1276.42
GeForce RTX 4080,2023-08-15,1095.0,1649.99,1270.36
GeForce RTX 4080,2023-08-23,1089.0,1649.99,1263.57
GeForce RTX 4080,2023-09-01,1098.0,1649.99,1272.93
GeForce RTX 4080,2023-09-08,1081.32,1649.99,1279.51
GeForce RTX 4080,2023-09-15,1069.99,1649.99,1279.48
GeForce RTX 4080,2023-09-23,1093.66,1649.99,1276.52
GeForce RTX 4080,2023-10-01,1099.99,1649.99,1308.66
GeForce RTX 4080,2023-10-08,1089.99,1649.99,1295.9
GeForce RTX 4080,2023-10-15,1089.99,1649.99,1285.19
GeForce RTX 4080,2023-10-23,1089.99,1629.99,1274.28
GeForce RTX 4080,2023-11-01,1059.99,1623.7,1282.21
GeForce RTX 4080,2023-11-08,1059.99,1669.0,1287.2
GeForce RTX 4080,2023-11-15,1059.99,1673.98,1297.74
GeForce RTX 4080,2023-11-23,1059.99,1649.99,1289.68
GeForce RTX 4080,2023-12-01,1119.99,1669.0,1333.66
GeForce RTX 4080,2023-12-08,1129.99,1649.99,1323.88
GeForce RTX 4080,2023-12-15,1129.99,1716.59,1334.41
GeForce RTX 4080,2023-12-23,1129.99,1972.0,1405.82
GeForce RTX 4080,2024-01-01,1129.99,1819.0,1377.38
GeForce RTX 4080,2024-01-08,1129.99,1998.0,1443.52
